,ASSESSMENT_YEAR,TOTALVALUE,HOMESTEAD,NEIGHBORHOOD,COMMUNITY,ZIPCODE,FORMATTED_ADDRESS,WARD,PROPERTY_TYPE,BUILDINGVALUE
118994,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1316,2903 12TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
118995,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1316,2901 12TH AVE S,9.0,VACANT LAND - RESIDENTIAL,0
118996,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,1201 29TH ST E,9.0,VACANT LAND - COMMERCIAL,0
119039,2020,0,NON-HOMESTEADED,LOWRY HILL EAST,CALHOUN-ISLE,55405,2525 HENNEPIN AVE,10.0,VACANT LAND - COMMERCIAL,0
119040,2020,0,NON-HOMESTEADED,LOWRY HILL EAST,CALHOUN-ISLE,55405,2524 EMERSON AVE S,10.0,VACANT LAND - COMMERCIAL,0
119041,2020,0,NON-HOMESTEADED,LOWRY HILL EAST,CALHOUN-ISLE,55405-3547,2526 EMERSON AVE S,10.0,COMMERCIAL,0
119198,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3450,2419 NICOLLET AVE,10.0,COMMERCIAL,0
119199,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3450,2415 NICOLLET AVE,10.0,COMMERCIAL,0
119200,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3450,2411 NICOLLET AVE,10.0,COMMERCIAL,0
119225,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3506,2430 3RD AVE S,10.0,COMMERCIAL,0
119226,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4301,2500 3RD AVE S,10.0,COMMERCIAL,0
119240,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4317,2516 1ST AVE S,10.0,APARTMENT,0
119254,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4342,2533 1ST AVE S,10.0,APARTMENT,0
119256,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4347,2541 STEVENS AVE,10.0,VACANT LAND - RESIDENTIAL,0
119392,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3545,150 26TH ST E,10.0,APARTMENT,0
119393,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3545,2540 3RD AVE S,10.0,APARTMENT,0
119394,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3545,128 26TH ST E,10.0,COMMERCIAL,0
119395,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3545,2537 2ND AVE S,10.0,VACANT LAND - COMMERCIAL,0
119406,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3608,2433 CLINTON AVE,10.0,VACANT LAND - COMMERCIAL,0
119409,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55404-3636,2401 5TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
119411,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55404-3727,2404 PORTLAND AVE,6.0,RESIDENTIAL,0
119413,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3602,321 25TH ST E,10.0,COMMERCIAL,0
119414,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4302,2509 3RD AVE S,10.0,VACANT LAND - COMMERCIAL,0
119461,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1403,1025 6TH ST SE,3.0,APARTMENT,0
119476,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1401,909 6TH ST SE,3.0,VACANT LAND - COMMERCIAL,0
119477,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1320,820 6TH ST SE,3.0,VACANT LAND - COMMERCIAL,0
119478,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1402,912 6TH ST SE,3.0,VACANT LAND - COMMERCIAL,0
119542,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1331,825 7TH ST SE,3.0,VACANT LAND - COMMERCIAL,0
119559,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1925,514 11TH AVE SE,3.0,APARTMENT,0
119562,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1917,1043 5TH ST SE,3.0,APARTMENT,0
119563,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1915,929 5TH ST SE,3.0,SORORITY/FRATERNITY HOUSE,0
119584,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1912,1010 4TH ST SE,3.0,VACANT LAND - RESIDENTIAL,0
119585,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1922,328 10TH AVE SE,3.0,COMMERCIAL,0
119586,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1922,316 10TH AVE SE,3.0,COMMERCIAL,0
119595,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414,1030 UNIVERSITY AVE SE,3.0,VACANT LAND - COMMERCIAL,0
119603,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-2212,1121 UNIVERSITY AVE SE,3.0,TRIPLEX,0
119605,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-2027,1222 4TH ST SE,3.0,COMMERCIAL,0
119611,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-2054,425 13TH AVE SE,3.0,COOPERATIVE,0
119613,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-2052,1227 4TH ST SE,3.0,COOPERATIVE,0
119634,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-2038,1205 UNIVERSITY AVE SE,3.0,COMMERCIAL,0
119635,2020,0,NON-HOMESTEADED,UNIVERSITY,UNIVERSITY,55455-0241,1100 UNIVERSITY AVE SE,2.0,VACANT LAND - COMMERCIAL,0
119747,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55407-1009,2722 PARK AVE,6.0,COMMERCIAL,0
119749,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55407-1035,2615 PARK AVE,6.0,COOPERATIVE,0
119837,2020,0,NON-HOMESTEADED,KENWOOD,CALHOUN-ISLE,55405-2438,2012 LAKE OF THE ISLES PKWY W,7.0,RESIDENTIAL,0
119838,2020,0,NON-HOMESTEADED,KENWOOD,CALHOUN-ISLE,55405-2438,2020 LAKE OF THE ISLES PKWY W,7.0,COMMERCIAL,0
119910,2020,0,NON-HOMESTEADED,KENWOOD,CALHOUN-ISLE,55405,2108 NEWTON AVE S,7.0,VACANT LAND - COMMERCIAL,0
119942,2020,0,NON-HOMESTEADED,KENWOOD,CALHOUN-ISLE,55405-2455,2013 PENN AVE S,7.0,COMMERCIAL,0
119974,2020,0,NON-HOMESTEADED,KENWOOD,CALHOUN-ISLE,55416,2650 LAKE OF THE ISLES PKWY W,7.0,VACANT LAND - RESIDENTIAL,0
120052,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-1847,2709 39TH AVE S,2.0,RESIDENTIAL,0
120082,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406,2700 RIVER PKWY W,2.0,VACANT LAND - COMMERCIAL,0
120116,2020,0,NON-HOMESTEADED,SEWARD,LONGFELLOW,55406,2610 39TH AVE S,2.0,VACANT LAND - COMMERCIAL,0
120133,2020,0,NON-HOMESTEADED,SEWARD,LONGFELLOW,55406-1751,2651 38TH AVE S,2.0,VACANT LAND - INDUSTRIAL,0
120196,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-1850,2901 39TH AVE S,2.0,RESIDENTIAL,0
120428,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55405-3465,2309 GRAND AVE,10.0,COOPERATIVE,0
120552,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4212,2548 PLEASANT AVE,10.0,APARTMENT,0
120655,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2757 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
120656,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2645 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
120665,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1730,2631 3RD AVE S,10.0,APARTMENT,0
120683,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2622 CLINTON AVE,10.0,VACANT LAND - COMMERCIAL,0
120684,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1760,2620 CLINTON AVE,10.0,VACANT LAND - COMMERCIAL,0
120685,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-1760,2602 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
120686,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,300 28TH ST E,6.0,VACANT LAND - COMMERCIAL,0
120738,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1728,2608 3RD AVE S,10.0,DOUBLE BUNGALOW,0
120749,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1702,2605 2ND AVE S,10.0,COMMERCIAL,0
120750,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1702,2601 2ND AVE S,10.0,COMMERCIAL,0
120760,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1635,2609 STEVENS AVE,10.0,COMMERCIAL,0
120799,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,211 27TH ST E,10.0,VACANT LAND - COMMERCIAL,0
120810,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1644,2718 STEVENS AVE,10.0,VACANT LAND - RESIDENTIAL,0
120815,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2709 1ST AVE S,10.0,VACANT LAND - COMMERCIAL,0
120822,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2750 2ND AVE S,10.0,VACANT LAND - COMMERCIAL,0
120847,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-4339,19 26TH ST E,10.0,COMMERCIAL,0
120855,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1611,2734 1ST AVE S,10.0,VACANT LAND - COMMERCIAL,0
120856,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1611,2740 1ST AVE S,10.0,COMMERCIAL,0
120860,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1644,2700 STEVENS AVE,10.0,COMMERCIAL,0
120862,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1614,2720 1ST AVE S,10.0,COOPERATIVE,0
120890,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2728 3RD AVE S,10.0,VACANT LAND - COMMERCIAL,0
120892,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2714 3RD AVE S,10.0,VACANT LAND - COMMERCIAL,0
120906,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2851 2ND AVE S,6.0,VACANT LAND - COMMERCIAL,0
120907,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2349,2851 STEVENS AVE,10.0,VACANT LAND - COMMERCIAL,0
120908,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2351,2851 1ST AVE S,10.0,VACANT LAND - COMMERCIAL,0
120909,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2329,2851 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120910,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2848 4TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
120911,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2329,2847 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120930,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-3114,122 LAKE ST E,10.0,VACANT LAND - COMMERCIAL,0
120931,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-3114,118 LAKE ST E,10.0,VACANT LAND - COMMERCIAL,0
120938,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2310,2826 1ST AVE S,10.0,VACANT LAND - COMMERCIAL,0
120939,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2830 1ST AVE S,10.0,VACANT LAND - COMMERCIAL,0
120941,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2329,2845 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120945,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2831 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120946,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2827 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120962,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2800 2ND AVE S,10.0,VACANT LAND - COMMERCIAL,0
120963,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2349,2835 STEVENS AVE,10.0,VACANT LAND - COMMERCIAL,0
120969,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-3116,10 LAKE ST W,10.0,COMMERCIAL,0
120972,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2822 3RD AVE S,6.0,VACANT LAND - COMMERCIAL,0
120982,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2900 2ND AVE S,6.0,VACANT LAND - COMMERCIAL,0
120983,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,135 29TH ST E,6.0,VACANT LAND - COMMERCIAL,0
120984,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2845 2ND AVE S,6.0,VACANT LAND - COMMERCIAL,0
120985,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2808 2ND AVE S,6.0,VACANT LAND - COMMERCIAL,0
120986,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2800 3RD AVE S,6.0,VACANT LAND - COMMERCIAL,0
120996,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2857 NICOLLET AVE,10.0,VACANT LAND - COMMERCIAL,0
120997,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2800 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
120998,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2835 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
120999,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2456,2836 CLINTON AVE,6.0,VACANT LAND - COMMERCIAL,0
121000,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,300 29TH ST E,6.0,VACANT LAND - COMMERCIAL,0
121001,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,340 29TH ST E,6.0,VACANT LAND - COMMERCIAL,0
121029,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2413,2941 5TH AVE S,6.0,COMMERCIAL,0
121030,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2413,2937 5TH AVE S,6.0,VACANT LAND - APARTMENT,0
121031,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2413,2933 5TH AVE S,6.0,VACANT LAND - APARTMENT,0
121058,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408,2807 3RD AVE S,6.0,VACANT LAND - COMMERCIAL,0
121060,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2442,2857 5TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121061,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2442,2841 5TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121062,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2436,2843 4TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121063,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55408-2436,2839 4TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121082,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2649,2120 CLINTON AVE,10.0,APARTMENT,0
121089,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2618,351 22ND ST E,10.0,VACANT LAND - COMMERCIAL,0
121093,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55404-3739,2310 PORTLAND AVE,6.0,APARTMENT,0
121100,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55404-3635,2309 5TH AVE S,6.0,VACANT LAND - RESIDENTIAL,0
121101,2020,0,NON-HOMESTEADED,PHILLIPS WEST,PHILLIPS,55404-3635,2305 5TH AVE S,6.0,VACANT LAND - RESIDENTIAL,0
121103,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,2300 5TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121106,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,2201 4TH AVE S,10.0,VACANT LAND - COMMERCIAL,0
121119,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3655,2210 CLINTON AVE,10.0,DOUBLE BUNGALOW,0
121145,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,2002 5TH AVE S,6.0,VACANT LAND - COMMERCIAL,0
121147,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3656,2201 CLINTON AVE,10.0,COMMERCIAL,0
121148,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2650,2123 CLINTON AVE,10.0,COMMERCIAL,0
121164,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,2325 3RD AVE S,10.0,VACANT LAND - COMMERCIAL,0
121169,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3505,2301 3RD AVE S,10.0,COMMERCIAL,0
121180,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2679,2023 3RD AVE S,10.0,COMMON AREA (NO VALUE),0
121199,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3401,2200 1ST AVE S,10.0,RESIDENTIAL,0
121201,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3401,2218 1ST AVE S,10.0,APARTMENT,0
121220,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2515,2027 STEVENS AVE,10.0,VACANT LAND - COMMERCIAL,0
121227,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3403,2201 1ST AVE S,10.0,COMMERCIAL,0
121229,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3522,108 24TH ST E,10.0,TOWNHOUSE,0
121231,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3406,2309 1ST AVE S,10.0,COMMERCIAL,0
121234,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,4 24TH ST E,10.0,COMMERCIAL,0
121237,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2533,2100 STEVENS AVE,10.0,COMMERCIAL,0
121238,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2533,2104 STEVENS AVE,10.0,APARTMENT,0
121240,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2514,100 22ND ST E,10.0,COMMERCIAL,0
121241,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-2505,2105 1ST AVE S,10.0,COMMERCIAL,0
121247,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404,200 24TH ST E,10.0,VACANT LAND - COMMERCIAL,0
121249,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55404-3361,2217 NICOLLET AVE,10.0,COMMERCIAL,0
121422,2020,0,NON-HOMESTEADED,CEDAR-ISLES-DEAN,CALHOUN-ISLE,55416-4508,3034 LAKE ST W,7.0,VACANT LAND - COMMERCIAL,0
121433,2020,0,NON-HOMESTEADED,CEDAR-ISLES-DEAN,CALHOUN-ISLE,55416,2901 WEST BDE MAKA SKA PKWY,10.0,VACANT LAND - COMMERCIAL,0
121434,2020,0,NON-HOMESTEADED,CEDAR-ISLES-DEAN,CALHOUN-ISLE,55416,2501 LAKE OF THE ISLES PKWY W,7.0,VACANT LAND - RESIDENTIAL,0
121442,2020,0,NON-HOMESTEADED,CEDAR-ISLES-DEAN,CALHOUN-ISLE,55416,2500 LAKE ST W,7.0,VACANT LAND - COMMERCIAL,0
121443,2020,0,NON-HOMESTEADED,CEDAR-ISLES-DEAN,CALHOUN-ISLE,55416,2600 LAKE ST W,10.0,VACANT LAND - COMMERCIAL,0
121482,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1400,2600 GRAND AVE,10.0,COMMERCIAL,0
121540,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-1337,2610 GARFIELD AVE #105,10.0,COMMON AREA (NO VALUE),0
121623,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,315 26TH ST W,10.0,COMMERCIAL,0
121652,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2101,610 28TH ST W,10.0,COMMERCIAL,0
121658,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2855 HENNEPIN AVE,10.0,VACANT LAND - COMMERCIAL,0
121662,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2105,2845 GARFIELD AVE,10.0,VACANT LAND - RESIDENTIAL,0
121663,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,2833 GARFIELD AVE,10.0,VACANT LAND - COMMERCIAL,0
121667,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408,610 29TH ST W,10.0,VACANT LAND - COMMERCIAL,0
121685,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2219,2900 1/2 PLEASANT AVE,10.0,VACANT LAND - COMMERCIAL,0
121689,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2256,2901 GRAND AVE,10.0,VACANT LAND - COMMERCIAL,0
121698,2020,0,NON-HOMESTEADED,WHITTIER,POWDERHORN,55408-2237,2900 HARRIET AVE,10.0,VACANT LAND - COMMERCIAL,0
121707,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1619,1106 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
121708,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1619,1100 LAKE ST E,9.0,COMMERCIAL,0
121712,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1314,2929 11TH AVE S,9.0,VACANT LAND - RESIDENTIAL,0
121725,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1329,2836 12TH AVE S,9.0,VACANT LAND - RESIDENTIAL,0
121726,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1329,2846 12TH AVE S,9.0,VACANT LAND - RESIDENTIAL,0
121727,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1312,2847 11TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
121728,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2835 11TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
121737,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1105,1105 28TH ST E,9.0,VACANT LAND - RESIDENTIAL,0
121738,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1105,1109 28TH ST E,9.0,VACANT LAND - RESIDENTIAL,0
121744,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1319,2851 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
121746,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1329,2800 12TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
121747,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1136,1413 28TH ST E,9.0,VACANT LAND - RESIDENTIAL,0
121751,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407-1319,2855 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
121754,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2837 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
121756,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2830 10TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
121757,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2834 10TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
121761,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2851 ELLIOT AVE,9.0,VACANT LAND - COMMERCIAL,0
121765,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2843 ELLIOT AVE #H,9.0,COMMERCIAL,0
121779,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #110,9.0,CONDOMINIUM,0
121830,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #1015,9.0,CONDOMINIUM,0
121831,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #1017,9.0,CONDOMINIUM,0
121832,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #1019,9.0,CONDOMINIUM,0
121862,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G156,9.0,CONDO - GARAGE/MISC,0
121863,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G157,9.0,CONDO - GARAGE/MISC,0
121864,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G158,9.0,CONDO - GARAGE/MISC,0
121865,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G159,9.0,CONDO - GARAGE/MISC,0
121866,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G160,9.0,CONDO - GARAGE/MISC,0
121867,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G161,9.0,CONDO - GARAGE/MISC,0
121875,2020,0,NON-HOMESTEADED,MIDTOWN PHILLIPS,PHILLIPS,55407,2900 11TH AVE S #G169,9.0,CONDO - GARAGE/MISC,0
